a_e_type,a_e_machine,a_num_sections,a_num_segments,a_sections_executable,a_sections_writable,a_segments_executable,a_num_symbols,a_num_functions,a_num_undefined_symbols,a_num_libraries_needed,a_file_size,b_global_entropy,b_entropy_mean,b_entropy_std,b_null_byte_freq,b_printable_freq,b_high_byte_freq,b_ngram_2_entropy,b_ngram_3_entropy,b_header_entropy,b_text_section_entropy,c_code_to_data_ratio,c_code_to_file_ratio,c_header_to_file_ratio,c_section_entropy_mean,c_section_entropy_max,c_section_entropy_std,c_high_entropy_section_count,c_has_nx,c_has_pie,c_has_relro,c_suspicious_section_count,c_empty_section_name_count,c_suspicious_import_count,c_num_strings,c_avg_string_length,c_url_string_count,c_ip_string_count,label
2,62,32,10,4,9,1,435,290,295,6,213408,6.115855989002913,4.563650359923537,1.3679612606643698,0.2097953216374269,0.3676713150397361,0.30372807017543857,10.041391085583133,12.23212653803286,2.304169331750676,6.166774554671564,14.225099828864803,0.5842470760233918,0.0029239766081871343,3.194374185989456,6.166774554671564,1.5255047938338826,0,1,0,1,0,1,8,1344,26.642113095238095,0,0,0
3,62,31,13,6,7,1,162,156,162,3,92768,5.322698434839437,3.868717205404628,1.8894067383137532,0.3520071576405657,0.27312219730941706,0.2662448258020007,8.408021991117906,10.199217937898341,2.4769480096677237,6.105051726399499,9.668390287769784,0.4635758020006899,0.008537426698861676,3.1123941615539645,6.105051726399499,1.5365356177840424,0,1,1,1,0,1,19,719,12.956884561891515,2,0,0
2,62,30,10,4,7,1,488,476,485,5,100312,5.218477132545004,3.4418973079460793,1.6686774398898065,0.3643930935481298,0.2714929420208948,0.26562126166360955,8.14573942412861,9.830710086494244,2.232938546038582,5.964705112705562,5.876413570274637,0.2900949038998325,0.006220591753728367,3.030488887925969,5.964705112705562,1.4838022235108148,0,1,0,1,0,1,4,799,19.88610763454318,0,0,0
3,62,31,13,6,7,1,200,180,200,4,96656,5.5054807954715,4.0161867281011805,1.7775176398090617,0.32596010594272473,0.28899395795398114,0.27001945042211556,8.77094081989881,10.634829280384883,2.4824609720012742,6.09867981406478,7.281647582697201,0.4737108922363847,0.008194007614633339,3.1854796265903937,6.09867981406478,1.510441599006491,0,1,1,1,0,1,15,894,12.416107382550335,0,0,0
3,62,31,13,6,7,1,161,149,161,4,100848,5.520271939378384,3.9606578069858793,1.7353267987664829,0.3166250198318261,0.31784467713787085,0.2693062827225131,8.941367776531584,10.903060634334254,2.4257911680171844,5.980666935806701,2.944652908067542,0.49801681738854514,0.007853403141361256,3.1600328871961647,5.980666935806701,1.4358152659546988,0,1,1,1,0,1,3,781,22.98975672215109,0,0,0
3,62,29,13,6,6,1,40,35,40,3,27104,4.371944195028546,2.955622648108166,2.232564608142402,0.5094451003541912,0.23963252656434475,0.1696059622195986,6.7414021992339395,8.019244054845268,2.267582515523887,6.254962418626031,2.8254966887417217,0.31482438016528924,0.02922077922077922,2.9244775328137815,6.254962418626031,1.5262462009160394,0,1,1,1,0,1,0,156,22.69871794871795,1,0,0
3,62,32,14,6,8,1,57,48,57,1,22984,3.4789419803683317,2.2484696374526494,2.052532603549596,0.630656108597285,0.1689001044204664,0.1330925861468848,5.325770992560707,6.406369821407407,2.22738554804407,6.00793229643349,3.5483333333333333,0.1852593108249217,0.03689523146536721,2.909409876912766,6.00793229643349,1.5448128819934368,0,1,1,1,0,1,1,152,13.157894736842104,0,0,0
3,62,30,13,6,6,1,47,38,46,2,31736,5.463512822254029,3.9712023665989404,1.9188997183211072,0.3466095286110411,0.30473279556339805,0.24480085707083438,8.683660414788685,10.252959379553939,2.303956432230939,6.167362257385689,2.7045454545454546,0.4462125031509957,0.024955886059994957,3.325138602416352,7.1336580250189865,1.6792982968528258,1,1,1,1,0,1,0,271,19.804428044280442,0,0,0
3,62,29,13,6,6,1,35,30,35,2,14488,3.0144554614434433,1.9718109783667692,1.8794444959930046,0.6899503036996135,0.14232468249585864,0.097736057426836,4.550134835993942,5.518968381254391,2.239413962772127,5.9161326216975665,5.029239766081871,0.11871893981225842,0.054665930425179456,2.8889451229967498,5.9161326216975665,1.4782484473919548,0,1,1,1,0,1,0,93,11.935483870967742,2,0,0
3,62,31,13,6,7,1,65,57,65,2,28456,4.206529477254501,2.7963574694673925,1.9023892768473005,0.5325766095023896,0.24623980882766378,0.1488965420298004,6.603052067773865,8.013509769371188,2.235811995875085,5.859189782417715,1.2588964414234307,0.2212890075906663,0.02783244307000281,2.9668495134525785,5.859189782417715,1.5264875974844312,0,1,1,1,0,1,1,265,15.750943396226415,0,0,0
2,62,32,10,4,9,1,177,163,168,5,73312,5.870944823187811,4.229769288129222,1.5316829196134134,0.247626582278481,0.3365615451767787,0.30278808380619815,9.400362604348347,11.26323302710379,2.27768502617783,6.087713841321466,8.475656271034328,0.5152771715408119,0.008511567001309471,2.931877685993376,6.087713841321466,1.5965296400794602,0,1,0,1,0,1,6,496,25.280241935483872,0,0,0
3,62,31,13,6,7,1,47,40,47,2,18816,3.1096581547563797,1.979985683098132,1.9115331402937787,0.6753295068027211,0.1560905612244898,0.10576105442176871,4.692588781356505,5.669715449991173,2.2345166373136593,5.754292154084539,3.2839673913043477,0.12845450680272108,0.042091836734693876,2.865302152567925,5.754292154084539,1.5213494665092482,0,1,1,1,0,1,0,115,14.652173913043478,0,0,0
3,62,31,13,6,7,1,69,55,69,1,39528,5.058498680558111,3.4797481851104823,1.9698539450308359,0.3981987451932807,0.2575642582473184,0.2597652297105849,7.966811319605722,9.55753409963034,2.2656294349602493,6.084234212002481,3.202859350850077,0.41939890710382516,0.020036429872495445,2.9862237403546237,6.084234212002481,1.5706823327221362,0,1,1,1,0,1,1,259,18.664092664092664,3,0,0
2,62,14,6,1,5,1,0,0,0,0,1678264,6.054120515724996,4.41273812779766,1.226269698767735,0.24363330203114647,0.2928937282811286,0.24370718790369095,10.571809534445462,13.67662786671431,0.8818849725945959,6.2015879511734315,2.0412048434349623,0.43673939261045935,0.00023834152433705304,4.559753111092695,6.2015879511734315,1.4855912422376465,0,1,0,0,0,1,0,18334,10.848096432856988,5,0,0
3,62,30,13,6,6,1,52,46,52,4,18752,3.0682199859911536,1.940351219045543,1.867520086394784,0.6780076791808873,0.16670221843003413,0.09209684300341298,4.632387571033056,5.61948318566314,2.220141226576053,5.685293618379566,3.741573033707865,0.10654863481228669,0.04223549488054607,2.9281845135549944,5.685293618379566,1.5383158512783044,0,1,1,1,0,1,3,128,14.65625,1,0,0
3,62,30,13,6,6,1,34,27,34,2,14632,3.9526728708324,2.644290140310826,1.8893206974367571,0.5567933296883543,0.23311919081465282,0.13361126298523784,5.9685825350267665,7.154173488723284,2.2226015590661015,5.658018711339739,1.9072753209700428,0.18275013668671405,0.0541279387643521,2.9389693253356333,5.658018711339739,1.4857709246465614,0,1,1,1,0,1,2,122,19.12295081967213,0,0,0
3,62,30,13,6,7,1,258,249,257,3,4066232,6.414849243840748,5.099923785637515,0.9322760846471828,0.15419976036782948,0.34052139671322246,0.38430443713000145,11.050276143339161,14.226547272425456,2.781238269535381,6.338554393539127,5.9125825975692585,0.7750275931132311,0.0001947749169255468,3.368433238063464,6.338554393539127,1.487279665527638,0,1,1,1,0,1,9,29004,16.92501034340091,61,0,0
3,62,31,13,6,7,1,346,267,245,8,125768,5.450161611244867,3.8970156695176925,1.7981194666610003,0.34321926086126836,0.2893899879142548,0.26341358692195155,8.866483084254932,10.841273760841354,2.683968513056843,6.037481415772464,4.472822822822823,0.4737135042300108,0.006297309331467464,3.2919484971199133,6.037481415772464,1.5393209666424377,0,1,1,1,0,1,7,1111,17.077407740774078,4,1,0
3,62,31,13,6,7,1,55,43,55,1,35336,4.096131605836042,2.673375684149131,2.2597156270045757,0.5420251301788545,0.18106180665610142,0.2085974643423138,6.273184832510876,7.464782589662871,2.2417069640333342,6.131104058467636,4.675839740995548,0.32697532261716095,0.022413402762055695,2.9154698745582355,6.131104058467636,1.6163351017378822,0,1,1,1,0,1,1,180,13.833333333333334,3,0,0
3,62,31,13,6,7,1,984,975,984,13,555632,6.147703439451903,4.377824038980467,1.3604108543551428,0.19331320010366573,0.4595523655944942,0.23963702594522993,9.84983801132718,11.978807079328258,2.739317789712577,6.308940472679407,5.9321703488953315,0.42718561925879,0.0014254038644282547,3.344638288425123,6.308940472679407,1.4574659330038962,0,1,1,1,0,1,24,6969,24.827952360453438,8,0,0
2,62,32,10,4,9,1,2381,1874,250,7,1188208,6.448860517830843,4.917299222606942,1.1296665515157822,0.16969419495576532,0.3695640830561652,0.3267096333301914,10.977608961891345,13.726210912364513,2.316121791938753,6.450774592167663,16.14166950886767,0.6372941437862731,0.0005251605779459489,3.356627516209799,6.450774592167663,1.5871881715479959,0,1,0,1,0,1,128,9831,18.549791475943444,0,0,0
2,62,14,6,1,5,1,0,0,0,0,6653112,6.1840672609514815,4.489180516757428,1.14038133300392,0.22425851240742678,0.33839457384754684,0.25175571972935373,10.773748942912205,13.996232747656462,0.9006973808064356,6.151327487115607,2.1246409621506896,0.45139477585827503,6.012224053946484e-05,4.713549636312633,6.151327487115607,1.375899123463011,0,1,0,0,0,1,0,85519,11.964323717536454,10,0,0
3,62,30,13,6,6,1,38,31,38,1,14656,3.6665838985077643,2.466763804327832,1.9335840460388503,0.6046670305676856,0.1728302401746725,0.14096615720524017,5.609646238800111,6.764933365172146,2.2409791835016577,5.931237972824351,3.3069306930693068,0.18231441048034935,0.05403930131004367,2.9921079745419017,5.931237972824351,1.4894385049868648,0,1,1,1,0,1,3,106,13.481132075471699,0,0,0
2,62,32,10,4,9,1,289,200,227,6,348056,6.254649458657972,4.836081439820198,1.0745130962588458,0.1572045877674857,0.3431746615487163,0.378964879214839,10.317484712623015,12.688926695459436,2.3144594320676255,6.1902181620614405,15.801239567992145,0.7398148573792723,0.0017928149493185005,3.1217022655977607,6.1902181620614405,1.6131758880238314,0,1,0,1,0,1,5,2377,16.824568784181743,1,0,0
2,62,32,10,4,9,1,214,176,198,5,106192,5.82804498765914,4.247826687555163,1.6416226982366726,0.2708207774596956,0.33801981316860025,0.27758211541359046,9.409798896381524,11.320279847525265,2.264593618845709,6.163902266490276,11.451593011305242,0.5246346240771433,0.005876148862437848,2.9919627345021533,6.163902266490276,1.6023087258300164,0,1,0,1,0,1,7,864,19.733796296296298,0,0,0
3,62,31,13,6,7,1,66,58,66,3,102512,6.148496500558819,4.620797468626692,1.4499468350270512,0.2225495551740284,0.36395739035429997,0.30071601373497736,10.041709028270077,12.146840971720941,2.3413104191907532,6.279128663568672,2.466995863931797,0.5702064148587482,0.00772592476978305,3.306326938890975,6.279128663568672,1.535298351796939,0,1,1,1,0,1,0,1085,20.314285714285713,0,0,0
2,62,32,10,4,9,1,108,85,97,5,44024,5.445783463127526,3.8409160558056104,1.8234010008199382,0.3446529165909504,0.3323868798836998,0.22526349264037798,8.514340888118953,10.075197168290508,2.1427662195279233,6.147696834933349,9.162466487935657,0.3881519171361076,0.014174086861711793,2.9466399784041313,6.147696834933349,1.5932462725443266,0,1,0,1,0,1,1,328,25.192073170731707,0,0,0
3,62,31,13,6,7,1,120,112,120,2,137792,5.796759607357815,4.360595754875965,1.6062405692393176,0.2775705411054343,0.3239084997677659,0.2764021133302369,9.444931334327883,11.553832165949439,2.411612455517757,6.168571283206853,4.112033861980283,0.5569771830004645,0.005747793776126335,3.166201528928176,6.168571283206853,1.5220187821890188,0,1,1,1,0,1,4,1101,18.62125340599455,1,0,0
3,62,31,13,6,7,1,41,29,41,2,27008,3.798049270764835,2.4459039640814235,2.0781044074979618,0.5842343009478673,0.1895734597156398,0.15817535545023698,5.754005768490496,6.894631845012888,2.2509243445735914,5.897957669094597,2.9400337837837838,0.2577754739336493,0.029324644549763034,2.9095562250675195,5.897957669094597,1.5369510417680292,0,1,1,1,0,1,1,175,16.245714285714286,0,0,0
2,62,31,10,4,8,1,405,343,353,6,258904,6.112162880322545,4.574683984735453,1.4239170924770845,0.1991819361616661,0.33728331736859996,0.34694326854741525,10.062985124047302,12.33643414022312,2.2548004920859306,6.188303738958173,13.917485925552475,0.6397429162932979,0.0024101597503321695,3.2286053010985234,6.188303738958173,1.5870422033416487,0,1,0,1,0,1,12,1694,20.37012987012987,1,0,0
3,62,32,13,6,8,1,127,112,110,2,762824,6.3896372923080875,5.07091668391517,1.0629217631698162,0.1790898031524965,0.2983230732121695,0.3802449844262897,11.082473741319099,13.995615675788454,2.5436061502070255,6.378563116845658,6.888554845201428,0.7359089383658616,0.0010382473545667154,3.49934880328387,6.705315479935337,1.5565184987184355,0,1,1,1,0,1,1,4494,11.004672897196262,0,0,0
3,62,30,13,6,6,1,16,11,16,1,14656,2.580597019478529,1.6625488434412303,1.9171833769021411,0.742153384279476,0.11647106986899564,0.08713155021834061,3.865342588409929,4.642779081417274,2.249364144484032,6.029550755032316,2.8732876712328768,0.11449235807860263,0.05403930131004367,2.8972998639316176,6.029550755032316,1.490336388212803,0,1,1,1,0,1,0,67,13.313432835820896,0,0,0
3,62,31,13,6,7,1,157,137,157,4,95176,5.4186210903938195,3.857207062933893,1.8270915033196027,0.3390980919559553,0.2914285113894259,0.26898587879297303,8.750029236089144,10.626446458556865,2.3696970284459833,6.089701725351856,3.2436609686609685,0.478492477095066,0.008321425569471295,3.078303516451118,6.089701725351856,1.542574686811442,0,1,1,1,0,1,0,770,16.692207792207792,0,0,0
3,62,31,13,6,7,1,95,88,95,3,35208,4.948971283936282,3.372757905505745,1.9678609737524475,0.42470461258804815,0.266217905021586,0.2204044535332879,7.700537716653681,9.216124206986896,2.3636879839531626,6.164578827501266,4.882552870090635,0.3672176778004999,0.022494887525562373,3.0091499167577673,6.164578827501266,1.5431828491880941,0,1,1,1,0,1,2,302,15.096026490066226,1,0,0
3,62,31,13,6,7,1,51,43,51,3,23032,4.224478123290866,2.862258426646258,2.079500609652678,0.5312608544633554,0.22182181312955887,0.1677231677665856,6.54529145561003,7.801882407653709,2.2609276253325827,6.1251047696897025,5.936570862239841,0.2600729419937478,0.03438693990969086,2.97421746148737,6.1251047696897025,1.5688087969938043,0,1,1,1,0,1,0,148,17.68243243243243,1,0,0
3,62,31,13,6,7,1,158,145,158,4,137752,5.873663670887332,4.43261005052525,1.5797754800202555,0.23772431616237877,0.2691358383181369,0.3809091701027934,9.702806864917077,11.911620763325413,2.4414889710355627,6.146778223367649,8.008611599297012,0.6616092688309425,0.005749462802717928,3.150817663657395,6.146778223367649,1.58561251567595,0,1,1,1,0,1,7,762,15.961942257217848,3,0,0
3,62,31,13,6,7,1,959,952,956,7,808552,5.31236068105999,3.6349122012293287,1.78778220788859,0.3625184280046305,0.35078139686748655,0.18818455708476386,8.667276119229175,10.816264066527127,2.870552084136247,6.295164369371324,1.286604281370696,0.3098217554344062,0.0009795288367352997,3.389783280420011,6.295164369371324,1.4992330183114224,0,1,1,1,0,1,91,4671,38.63134232498394,3,1,0
3,62,31,13,6,7,1,70,58,70,2,39336,5.288894519439438,3.7006998576196,1.8668270505555233,0.3541539556640228,0.2773794996949359,0.2792861500915192,8.362852501383152,10.037723959785467,2.2489105049255906,6.09311351691282,3.5972,0.45724018710595893,0.020134228187919462,3.0089165501556927,6.09311351691282,1.5613585653582776,0,1,1,1,0,1,1,273,18.67765567765568,3,0,0
3,62,31,13,6,7,1,128,115,128,1,137776,5.80779080565202,4.325616817217179,1.6997622063411033,0.2593049587736616,0.2739664382766229,0.35355940076646153,9.648328510485719,11.851909786649355,2.370481251233909,6.221503184314175,6.664890377588307,0.6354517477644873,0.005748461270468006,3.1405009467090848,6.221503184314175,1.5530031678482938,0,1,1,1,0,1,2,780,15.734615384615385,3,0,0
3,62,30,13,6,7,1,434,344,145,1,259808,6.039444413868963,4.63652389208285,1.4342813164375523,0.23572022416553762,0.309428501046927,0.3271146385022786,10.153093276816497,12.599622426471457,2.837897179631962,6.252649974032436,6.427938432835821,0.6365392905530237,0.003048404975982264,3.3709441802952047,6.252649974032436,1.5230139282400132,0,1,1,1,0,1,3,1968,14.974085365853659,1,0,0
3,62,30,13,6,6,1,59,50,59,7,23968,4.070214851064601,2.7527226778914615,1.935273516239416,0.5564085447263017,0.19371662216288385,0.14698765020026702,6.299961013162715,7.640373436830624,2.2490499372946227,6.046732469978177,2.526978417266187,0.234479305740988,0.033044058744993325,3.0716971846784444,6.046732469978177,1.5585560047015397,0,1,1,1,0,1,0,160,12.8625,0,0,0
3,62,30,13,6,6,1,45,38,45,1,23200,4.038624610968848,2.7145828193069446,2.1331221838553605,0.55125,0.19064655172413794,0.18366379310344827,6.212907347222875,7.452565770479289,2.2352199666369272,5.9559347770952975,2.9552656104380244,0.27336206896551724,0.03413793103448276,3.0195742890993875,5.9559347770952975,1.5520051055695707,0,1,1,1,0,1,0,163,13.539877300613497,0,0,0
3,62,31,13,6,7,1,959,952,956,7,808552,5.31236068105999,3.6349122012293287,1.78778220788859,0.3625184280046305,0.35078139686748655,0.18818455708476386,8.667276119229175,10.816264066527127,2.870552084136247,6.295164369371324,1.286604281370696,0.3098217554344062,0.0009795288367352997,3.389783280420011,6.295164369371324,1.4992330183114224,0,1,1,1,0,1,91,4671,38.63134232498394,3,1,0
3,62,31,13,6,7,1,61,50,61,1,35336,4.5381459874300205,3.0499889633487163,2.2066455449510594,0.47911478378990263,0.20698437853746887,0.23777450758433324,7.034132640787282,8.382556958314222,2.284179333370786,6.155677953199254,4.6992561105207225,0.37542449626443286,0.022413402762055695,2.928966460456043,6.155677953199254,1.6380639518492464,0,1,1,1,0,1,1,204,14.323529411764707,3,0,0
