global_entropy,entropy_min,entropy_max,entropy_mean,entropy_std,byte_freq_bin_0,byte_freq_bin_1,byte_freq_bin_2,byte_freq_bin_3,byte_freq_bin_4,byte_freq_bin_5,byte_freq_bin_6,byte_freq_bin_7,byte_freq_bin_8,byte_freq_bin_9,byte_freq_bin_10,byte_freq_bin_11,byte_freq_bin_12,byte_freq_bin_13,byte_freq_bin_14,byte_freq_bin_15,null_byte_freq,printable_freq,high_byte_freq,ngram_2_unique,ngram_2_entropy,ngram_2_most_common_freq,ngram_2_diversity_50,ngram_3_unique,ngram_3_entropy,ngram_3_most_common_freq,ngram_3_diversity_50,ngram_4_unique,ngram_4_entropy,ngram_4_most_common_freq,ngram_4_diversity_50,header_entropy,header_null_freq,elf_header_entropy,text_section_entropy,data_section_entropy,rodata_section_entropy,bss_section_size,file_size,label
4.045473610323933,-0.0,5.513255171924221,2.501060331200815,1.8963633145759387,0.5858563371920451,0.02348619768477293,0.03179726921935292,0.0142104482042149,0.03168596022558623,0.018032056990204808,0.10344315820718314,0.04200059364796675,0.02292965271593945,0.0061962006530127635,0.003376372810923123,0.005120213713268032,0.012837637281092312,0.004712080736123479,0.020666369842683288,0.07364945087563075,0.537882160878599,0.24094686850697536,0.1494879786286732,3201,6.158296054207144,0.47219027123297835,0.0012496094970321774,5974,7.4126198058569415,0.418886827458256,0.004017408771342484,8381,8.272322604688782,0.3809417789157297,0.005607922682257487,2.2652890595894988,0.75,2.2056381334919197,5.8793346171103025,1.6063429881688323,5.022130839214873,8,26952,0
6.224213683055826,-0.0,6.3161301007627735,4.494862836788843,1.4958037618889748,0.3503108196880855,0.028329602686066033,0.03521812121359578,0.03357886669424102,0.0991703364881633,0.030406802754190894,0.05998941631590472,0.041839006350210456,0.09324286513710128,0.013573270723340065,0.012858567918055522,0.018034841001435487,0.034223619863263666,0.024351597284737597,0.035540497798107105,0.08933176808350161,0.21046020778083258,0.2995030534536873,0.32115702780954236,25155,10.616728683844766,0.13829085147214018,0.010932220234545816,78751,12.975002741427026,0.10507411665237253,0.019466419474038425,129559,14.490873081926539,0.08512340140812943,0.044674627003913274,2.7191373146147217,0.6923828125,2.2056381334919197,6.359472793500734,1.335738620385537,6.172947201586703,6632,328808,0
4.881050822961512,-0.0,5.8571403428050495,3.511826294902022,2.136968163975047,0.48932232346241455,0.023234624145785875,0.02360478359908884,0.016144646924829156,0.06392369020501139,0.01509111617312073,0.049572892938496586,0.02887243735763098,0.07485763097949887,0.009994305239179954,0.007061503416856492,0.03095102505694761,0.023092255125284736,0.01677107061503417,0.02616742596810934,0.10133826879271071,0.4201025056947608,0.19675398633257404,0.29023348519362185,5465,7.688720888198686,0.3585238759645776,0.006221408966148216,10284,9.214522929793485,0.30799020445355657,0.014585764294049008,14282,10.252240834452483,0.2735996810661503,0.0390701582411427,2.251310577522491,0.7509765625,2.2056381334919197,6.096694791222105,0.6685644431995964,5.004287684492884,8,35120,0
4.781249022689654,-0.0,5.847269969179961,3.2556131123100216,2.104915835535964,0.5040468643875934,0.018706135386008602,0.030931627801675344,0.023743491057278698,0.06503282771111614,0.015706361784016302,0.04624179307222096,0.03551618745755037,0.05832578673307675,0.009254018564636632,0.010272809599275526,0.017630744849445323,0.02235680326013131,0.01511206701381028,0.027394158931401402,0.09972832239076296,0.44020262621688927,0.21564410233189948,0.2600747113425402,5263,7.46384303680366,0.3800764114900241,0.004940148204446134,9775,8.917742007274148,0.33041829399445294,0.012480818414322251,13528,9.886076391385991,0.2954461834545609,0.027128917800118273,2.2735473919717357,0.75,2.2056381334919197,6.125127791408342,0.47148686560260966,5.348093880364567,328,35336,0
5.31236068105999,-0.0,6.062021035008604,3.6349122012293287,1.78778220788859,0.44239455223659085,0.018122520258437306,0.0484780199665575,0.02039943009231317,0.06657580464830958,0.02672555382956198,0.12225187743027041,0.06686768445319534,0.05264472785918531,0.008369282371449209,0.006666237916670789,0.00881699630945196,0.020832302684304783,0.009640691013070279,0.025541956485173496,0.055672362445458055,0.3625184280046305,0.35078139686748655,0.18818455708476386,31232,8.667276119229175,0.2988655013722078,0.0022092725409836064,102886,10.816264066527127,0.24848556057139323,0.0029450070952316155,180600,12.35659665527117,0.2056820304026101,0.005902547065337763,2.870552084136247,0.677734375,2.337273129820236,6.295164369371324,0.3658965925789897,4.89788290443298,2976,808552,0
4.903325808276092,-0.0,5.924508912201195,3.408183276595084,2.04523995549088,0.5001824284880327,0.029152072387624052,0.025941330998248687,0.0272913018096906,0.09157910099241097,0.031158785755983655,0.07125656742556917,0.04783274956217163,0.048051663747810856,0.011894337419731464,0.004524226503210741,0.009303852889667251,0.01590776415645067,0.008099824868651488,0.020140105078809107,0.057683887915936954,0.4361500291885581,0.2947679509632224,0.17560566258026852,4243,7.597928423463358,0.3685189914985223,0.00895592740985152,7851,8.980208099471225,0.3138728745530176,0.018596357151955165,10566,9.90977493136772,0.26947637292464877,0.03520726859738785,2.218110698347908,0.75390625,2.2307465740801344,6.235938864560819,0.41381685030363374,5.137506406576008,248,27408,0
2.219768464732835,-0.0,5.366004924233767,1.4197679378805501,1.7039340968096577,0.8223935589519651,0.016921397379912665,0.01767194323144105,0.013850982532751091,0.01617085152838428,0.008597161572052401,0.03200054585152838,0.018627183406113537,0.009347707423580785,0.0027292576419213972,0.0013646288209606986,0.003070414847161572,0.0049126637554585155,0.0023881004366812226,0.006277292576419214,0.023676310043668124,0.7845933406113537,0.10685043668122271,0.05376637554585153,1439,3.3854443074922593,0.7270556124189697,0.0006949270326615705,2225,4.151500943116878,0.6776989217960966,0.00044943820224719103,2811,4.783299675984894,0.6343410905616598,0.0003557452863749555,2.2173748396374764,0.7529296875,2.2056381334919197,5.685490612088615,0.9833557549816875,4.3402289434450125,104,14656,0
6.255994724472839,-0.0,6.796165957597223,4.924740164358394,1.0521178564504197,0.23988461914539944,0.03258775789576611,0.029475897135034713,0.0321233010658062,0.159839151266256,0.03163684364916398,0.04404517453798768,0.04176444705192139,0.1293072259704703,0.015190182849320426,0.010174049085753398,0.01769580522147257,0.03894592744695414,0.017121345458101105,0.03061992764251491,0.12958834457807764,0.15492568690720643,0.337828786545419,0.3886428082526645,21261,10.335603633153198,0.10730445708530627,0.010253515827101265,61745,12.658119308990848,0.07160248167831074,0.017539881771803385,102330,14.118758952775394,0.044067498294942026,0.032082478256620736,2.322569879246016,0.740234375,2.337273129820236,6.222723000133786,-0.0,5.579183768843378,24961,409080,0
3.3136543685165925,-0.0,5.902807333238192,2.06583920844158,1.9644844521446245,0.68695079086116,0.017706502636203866,0.0398066783831283,0.012609841827768014,0.027680140597539545,0.01265377855887522,0.0656854130052724,0.028558875219683654,0.019727592267135326,0.0045694200351493845,0.0025043936731107205,0.005492091388400703,0.00812829525483304,0.004657293497363796,0.01445518453427065,0.04881370826010545,0.6447275922671353,0.1866432337434095,0.10834797891036907,2536,5.016444070917925,0.5861856847840414,0.0003943217665615142,4429,6.018472537794925,0.5365146322172423,0.00022578460149017836,5892,6.762401748529748,0.49633079931449664,0.00033944331296673454,2.279919617459541,0.75,2.2056381334919197,5.971715809758533,0.6685644431995964,4.6623785911229305,1096,22760,0
2.117643133225914,-0.0,5.63844497720102,1.3499302511606854,1.7698217244971655,0.8332878208629164,0.0122200983069361,0.015565264882577826,0.01426815947569634,0.014131622064445659,0.007714363735663572,0.029696886947023486,0.01577007099945385,0.011332605133806663,0.004096122337520481,0.0016384489350081922,0.004164391043145822,0.006007646095030038,0.002389404696886947,0.006622064445658111,0.021095030038230475,0.799016930638995,0.096600218459858,0.05734571272528673,1376,3.1670568003977517,0.7513483989895542,0.0007267441860465116,2051,3.8215612551819103,0.70947699030452,0.00048756704046806434,2584,4.363873153669741,0.6725162171389553,0.0003869969040247678,2.242463620023191,0.7529296875,2.2056381334919197,5.894756243680178,0.6685644431995964,4.724244044509834,8,14648,0
